"Plot Title: 20240917_CBASS_LL_37C"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 21793879, SEN S/N: 21793879)","Coupler Attached (LGR S/N: 21793879)","Host Connected (LGR S/N: 21793879)","Coupler Detached (LGR S/N: 21793879)","Stopped (LGR S/N: 21793879)","End Of File (LGR S/N: 21793879)"
205,09/18/24 05:00:00 AM,28.060,,,,,
206,09/18/24 05:05:00 AM,27.961,,,,,
207,09/18/24 05:10:00 AM,27.665,,,,,
208,09/18/24 05:15:00 AM,27.567,,,,,
209,09/18/24 05:20:00 AM,27.468,,,,,
210,09/18/24 05:25:00 AM,27.567,,,,,
211,09/18/24 05:30:00 AM,28.060,,,,,
212,09/18/24 05:35:00 AM,27.764,,,,,
213,09/18/24 05:40:00 AM,27.468,,,,,
214,09/18/24 05:45:00 AM,27.567,,,,,
215,09/18/24 05:50:00 AM,28.258,,,,,
216,09/18/24 05:55:00 AM,28.060,,,,,
217,09/18/24 06:00:00 AM,27.665,,,,,
218,09/18/24 06:05:00 AM,27.961,,,,,
219,09/18/24 06:10:00 AM,28.357,,,,,
220,09/18/24 06:15:00 AM,28.060,,,,,
221,09/18/24 06:20:00 AM,27.665,,,,,
222,09/18/24 06:25:00 AM,27.468,,,,,
223,09/18/24 06:30:00 AM,28.060,,,,,
224,09/18/24 06:35:00 AM,28.159,,,,,
225,09/18/24 06:40:00 AM,28.159,,,,,
226,09/18/24 06:45:00 AM,28.060,,,,,
227,09/18/24 06:50:00 AM,27.862,,,,,
228,09/18/24 06:55:00 AM,27.764,,,,,
229,09/18/24 07:00:00 AM,27.665,,,,,
230,09/18/24 07:05:00 AM,27.567,,,,,
231,09/18/24 07:10:00 AM,27.468,,,,,
232,09/18/24 07:15:00 AM,28.159,,,,,
233,09/18/24 07:20:00 AM,28.258,,,,,
234,09/18/24 07:25:00 AM,27.862,,,,,
235,09/18/24 07:30:00 AM,27.567,,,,,
236,09/18/24 07:35:00 AM,27.468,,,,,
237,09/18/24 07:40:00 AM,27.862,,,,,
238,09/18/24 07:45:00 AM,28.258,,,,,
239,09/18/24 07:50:00 AM,27.961,,,,,
240,09/18/24 07:55:00 AM,27.567,,,,,
241,09/18/24 08:00:00 AM,27.665,,,,,
242,09/18/24 08:05:00 AM,28.555,,,,,
243,09/18/24 08:10:00 AM,28.655,,,,,
244,09/18/24 08:15:00 AM,28.357,,,,,
245,09/18/24 08:20:00 AM,27.961,,,,,
246,09/18/24 08:25:00 AM,28.258,,,,,
247,09/18/24 08:30:00 AM,28.953,,,,,
248,09/18/24 08:35:00 AM,29.352,,,,,
249,09/18/24 08:40:00 AM,29.053,,,,,
250,09/18/24 08:45:00 AM,28.754,,,,,
251,09/18/24 08:50:00 AM,28.456,,,,,
252,09/18/24 08:55:00 AM,28.258,,,,,
253,09/18/24 09:00:00 AM,28.258,,,,,
254,09/18/24 09:05:00 AM,28.853,,,,,
255,09/18/24 09:10:00 AM,29.352,,,,,
256,09/18/24 09:15:00 AM,29.252,,,,,
257,09/18/24 09:20:00 AM,28.953,,,,,
258,09/18/24 09:25:00 AM,28.655,,,,,
259,09/18/24 09:30:00 AM,28.655,,,,,
260,09/18/24 09:35:00 AM,28.555,,,,,
261,09/18/24 09:40:00 AM,28.655,,,,,
262,09/18/24 09:45:00 AM,28.159,,,,,
263,09/18/24 09:50:00 AM,27.665,,,,,
264,09/18/24 09:55:00 AM,27.567,,,,,
265,09/18/24 10:00:00 AM,27.468,,,,,
266,09/18/24 10:05:00 AM,27.665,,,,,
267,09/18/24 10:10:00 AM,28.357,,,,,
268,09/18/24 10:15:00 AM,28.159,,,,,
269,09/18/24 10:20:00 AM,27.764,,,,,
270,09/18/24 10:25:00 AM,27.567,,,,,
271,09/18/24 10:30:00 AM,27.567,,,,,
272,09/18/24 10:35:00 AM,27.468,,,,,
273,09/18/24 10:40:00 AM,27.468,,,,,
274,09/18/24 10:45:00 AM,28.258,,,,,
275,09/18/24 10:50:00 AM,28.258,,,,,
276,09/18/24 10:55:00 AM,26.781,,,,,
277,09/18/24 11:00:00 AM,23.966,,,,,
278,09/18/24 11:05:00 AM,26.097,,,,,
279,09/18/24 11:10:00 AM,27.272,,,,,
280,09/18/24 11:15:00 AM,27.665,,,,,
281,09/18/24 11:20:00 AM,28.357,,,,,
282,09/18/24 11:25:00 AM,24.062,,,,,
283,09/18/24 11:30:00 AM,22.812,,,,,
284,09/18/24 11:35:00 AM,23.869,,,,,
285,09/18/24 11:37:02 AM,,Logged,,,,
286,09/18/24 11:37:03 AM,,,Logged,,,
287,09/18/24 11:37:15 AM,,,,Logged,,
288,09/18/24 11:37:16 AM,,Logged,Logged,,,
289,09/18/24 11:37:35 AM,,,,,Logged,Logged
